tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
3702	Arabidopsis thaliana	834115	0	live	AT5G41130	AT5G41130, MEE6.20, MEE6_20	Esterase/lipase/thioesterase family protein	Esterase/lipase/thioesterase family protein		5	NC_003076.8	16459474	16463432	minus	13		
3702	Arabidopsis thaliana	834114	0	live	AT5G41120	AT5G41120, MEE6.19, MEE6_19	Esterase/lipase/thioesterase family protein	Esterase/lipase/thioesterase family protein		5	NC_003076.8	16455094	16459253	minus	13		
3702	Arabidopsis thaliana	822299	0	live	PES2	AT3G26840, phytyl ester synthase 2	Esterase/lipase/thioesterase family protein	Esterase/lipase/thioesterase family protein		3	NC_003074.8	9892791	9896337	plus	14		
208964	Pseudomonas aeruginosa PAO1	880125	0	live	lipC	PA4813	lipase LipC	lipase LipC			NC_002516.2	5402016	5402945	minus	0		
3702	Arabidopsis thaliana	822297	0	live	AT3G26820	AT3G26820	Esterase/lipase/thioesterase family protein	Esterase/lipase/thioesterase family protein		3	NC_003074.8	9881128	9885202	plus	16		
224308	Bacillus subtilis subsp. subtilis str. 168	938389	0	live	estA	BSU_02700, BSU02700	secreted alkaliphilic lipase	secreted alkaliphilic lipase			NC_000964.3	292205	292843	plus	0		
296543	Thalassiosira pseudonana CCMP1335	7450103	0	live	THAPSDRAFT_262554	THAPSDRAFT_262554	Lipase/esterase			5	NC_012068.1	1390284	1391096	plus	3		
3702	Arabidopsis thaliana	826596	0	live	AT4G10050	AT4G10050, F28M11.4	esterase/lipase/thioesterase family protein	esterase/lipase/thioesterase family protein		4	NC_003075.7	6284308	6287293	minus	13		
3702	Arabidopsis thaliana	841899	0	live	PES1	AT1G54570, T22H22.2, T22H22_2, phytyl ester synthase 1	Esterase/lipase/thioesterase family protein	Esterase/lipase/thioesterase family protein		1	NC_003070.9	20380435	20385380	minus	13		
246167	Vibrio crassostreae	31638963	0	live	BN2639_RS00885	BN2639_RS00885	esterase										
3702	Arabidopsis thaliana	824243	0	live	AT3G50790	AT3G50790	esterase/lipase/thioesterase family protein	esterase/lipase/thioesterase family protein		3	NC_003074.8	18879893	18882237	minus	8		
243090	Rhodopirellula baltica SH 1	1792242	0	live	RB7907	RB7907	lipase				NC_005027.1	4223603	4224445	minus	0		
529507	Proteus mirabilis HI4320	6803666	0	live	PMI_RS04850	PMI_RS04850, PMI0999	lipase				NC_010554.1	1063081	1063944	plus	0		
575788	Vibrio tasmaniensis LGP32	7137541	0	live	VS_RS15895	VS_RS15895, VS_II0230	esterase			2	NC_011744.2	265017	266057	plus	0		
243090	Rhodopirellula baltica SH 1	1796093	0	live	RB6725	RB6725	lipase				NC_005027.1	3569667	3570638	minus	0		
233413	Mycobacterium bovis AF2122/97	1090442	0	live	lipU	BQ2027_MB1105	possible lipase lipu			Mycobacterium_bovis_AF2122/97	NC_002945.4	1202155	1203048	plus	0		
208964	Pseudomonas aeruginosa PAO1	882662	0	live	lipA	PA2862	lactonizing lipase	lactonizing lipase			NC_002516.2	3214282	3215217	plus	0		
1071400	Lactobacillus buchneri CD034	34322793	0	live	LBUCD034_RS03110	LBUCD034_RS03110, LBUCD034_0647	esterase				NC_018610.1	693862	694656	plus	0		
683837	Listeria seeligeri serovar 1/2b str. SLCC3954	32490892	0	live	LSE_RS00570	LSE_RS00570, lse_0115	lipase				NC_013891.1	112291	113409	plus	0		
100226	Streptomyces coelicolor A3(2)	1102569	0	live	SCO7131	SCO7131, SC4B10.32	lipase				NC_003888.3	7922986	7923936	plus	0		
272621	Lactobacillus acidophilus NCFM	3252965	0	live	LBA0141	LBA0141	acetyl esterase				NC_006814.3	134482	135303	plus	0		
272621	Lactobacillus acidophilus NCFM	3252703	0	live	lipA	LBA1355	lipase				NC_006814.3	1328342	1329250	plus	0		
272621	Lactobacillus acidophilus NCFM	3251463	0	live	LBA1629	LBA1629	esterase				NC_006814.3	1637743	1638549	plus	0		
393305	Yersinia enterocolitica subsp. enterocolitica 8081	4714456	0	live	YE1842	YE1842	lipase				NC_008800.1	2022862	2023746	plus	0		
206672	Bifidobacterium longum NCC2705	1022876	0	live	BL0682	BL0682	xylan esterase				NC_004307.2	1678826	1679722	plus	0		
206672	Bifidobacterium longum NCC2705	1022819	0	live	BL0186	BL0186	esterase				NC_004307.2	1799555	1800499	minus	0		
206672	Bifidobacterium longum NCC2705	1022654	0	live	BL1109	BL1109	carboxylesterase or lipase				NC_004307.2	945957	947501	plus	0		
306537	Corynebacterium jeikeium K411	25120398	0	live	JK_RS10830	JK_RS10830, jk0178	esterase				NC_007164.1	224212	225165	minus	0		
272560	Burkholderia pseudomallei K96243	3095030	0	live	lipA1	BPSS1741	lipase precursor			2	NC_006351.1	2390190	2391284	minus	0		
272560	Burkholderia pseudomallei K96243	3095019	0	live	lipA2	BPSS2319, lip	lipase precursor			2	NC_006351.1	3122425	3123495	minus	0		
83332	Mycobacterium tuberculosis H37Rv	886722	0	live	lipC	Rv0220	esterase LipC				NC_000962.3	262812	264023	plus	0		
529120	Alteromonas macleodii ATCC 27126	29678189	0	live	MASE_RS17740	MASE_RS17740, MASE_17745	lactonizing lipase				NC_018632.1	4158304	4159293	minus	0		
28116	Bacteroides ovatus	29452903	0	live	Bovatus_RS15405	Bovatus_RS15405, Bovatus_03171	lipase										
243274	Thermotoga maritima MSB8	897048	0	live	TM1022	TM1022	esterase				NC_000853.1	1041647	1042408	minus	0		
278197	Pediococcus pentosaceus ATCC 25745	33062996	0	live	PEPE_RS04455	PEPE_RS04455, PEPE_0921	esterase				NC_008525.1	921259	922038	minus	0		
93061	Staphylococcus aureus subsp. aureus NCTC 8325	3921488	0	live	SAOUHSC_03006	SAOUHSC_03006	lipase				NC_007795.1	2779036	2781078	minus	0		
100226	Streptomyces coelicolor A3(2)	1098852	0	live	SCO3415	SCO3415, SCE9.22	esterase				NC_003888.3	3780468	3781268	plus	0		
224911	Bradyrhizobium diazoefficiens USDA 110	1051913	0	live	bll4989	bll4989	bll4989	bll4989|esterase			NC_004463.1	5533454	5534512	minus	0		
224911	Bradyrhizobium diazoefficiens USDA 110	1047426	0	live	bll6463	bll6463	bll6463	bll6463|esterase			NC_004463.1	7114381	7115973	minus	0		
93061	Staphylococcus aureus subsp. aureus NCTC 8325	3919527	0	live	SAOUHSC_00300	SAOUHSC_00300	lipase				NC_007795.1	314326	316398	plus	0		
160490	Streptococcus pyogenes M1 GAS	901955	0	live	SPy_1718	SPy_1718, SPy1718	putative esterase				NC_002737.2	1423098	1424084	plus	0		
568814	Streptococcus suis BM407	8153405	0	live	SSUBM407_1009	SSUBM407_1009	esterase				NC_012926.1	1091531	1092277	plus	0		
667120	Edwardsiella anguillarum ET080813	33938507	0	live	ETEE_RS03400	ETEE_RS03400, ETEE_0772	acetyl esterase										
700597	Streptomyces zinciresistens K42	34283287	0	live	SZN_RS36960	SZN_RS36960, SZN_37661	carboxylesterase/lipase family protein										
1842533	Acidovorax sp. RAC01	32624798	0	live	BSY15_RS06905	BSY15_RS06905, BSY15_1397	esterase										
233413	Mycobacterium bovis AF2122/97	32287175	0	live	lipR	BQ2027_MB3111	PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR			Mycobacterium_bovis_AF2122/97	NC_002945.4	3410956	3411882	plus	0		
233413	Mycobacterium bovis AF2122/97	32286757	0	live	lipM	BQ2027_MB2305	Probable esterase LipM			Mycobacterium_bovis_AF2122/97	NC_002945.4	2538152	2539447	plus	0		
233413	Mycobacterium bovis AF2122/97	32286314	0	live	lipO	BQ2027_MB1461C	PROBABLE ESTERASE LIPO			Mycobacterium_bovis_AF2122/97	NC_002945.4	1601775	1603037	minus	0		
765698	Mesorhizobium ciceri biovar biserrulae WSM1271	10118837	0	live	Mesci_3360	Mesci_3360	esterase				NC_014923.1	3511422	3512369	minus	0		
324602	Chloroflexus aurantiacus J-10-fl	5825712	0	live	Caur_3902	Caur_3902	putative esterase				NC_010175.1	5215947	5216663	plus	0		
233413	Mycobacterium bovis AF2122/97	1090963	0	live	lipC	BQ2027_MB0226	PROBABLE ESTERASE LIPC			Mycobacterium_bovis_AF2122/97	NC_002945.4	263037	264248	plus	0		
3702	Arabidopsis thaliana	837674	0	live	AT1G11320	AT1G11320, T28P6.3, T28P6_3	GDSL esterase/lipase	GDSL esterase/lipase		1	NC_003070.9	3806822	3808940	plus	3		
522373	Stenotrophomonas maltophilia K279a	6391900	0	live	SMLT_RS17975	SMLT_RS17975, Smlt3773	autotransporter domain-containing esterase				NC_010943.1	3850291	3852126	minus	0		
1377	Aerococcus viridans	32030783	0	live	AWM76_RS07615	AWM76_RS07615, AWM76_07615	esterase	esterase									
760570	Streptococcus parasanguinis ATCC 15912	10835015	0	live	HMPREF0833_RS02620	HMPREF0833_RS02620, HMPREF0833_10516	esterase	esterase			NC_015678.1	529238	529978	minus	0		
1963	Streptomyces olivochromogenes	34823275	0	live	AQJ27_RS37285	AQJ27_RS37285, AQJ27_37245	lipase	lipase									
249581	Streptomyces ossamyceticus	35812462	0	live	AOK15_RS40675	AOK15_RS40675	esterase	esterase									
348824	Rhizobium favelukesii	34170194	0	live	LPU83_RS18115	LPU83_RS18115, LPU83_3654	esterase	esterase		I							
1907	Streptomyces glaucescens	33988800	0	live	SGLAU_RS01715	SGLAU_RS01715, SGLAU_01740	lipase	lipase									
56689	Mycolicibacterium mucogenicum	32360806	0	live	BN2644_RS03240	BN2644_RS03240	esterase	esterase									
1886	Streptomyces albidoflavus	31255086	0	live	IF45_RS0111185	IF45_RS0111185	esterase	esterase									
83332	Mycobacterium tuberculosis H37Rv	887112	0	live	lipU	Rv1076	lipase LipU				NC_000962.3	1200767	1201660	plus	0		
681645	Corynebacterium pseudotuberculosis C231	12297795	0	live	CPC231_RS10770	CPC231_RS10770, CpC231_0067	lipase				NC_017301.1	68349	69155	minus	0		
568703	Lactobacillus rhamnosus GG	8422852	0	live	LGG_RS09175	LGG_RS09175, LGG_01907	esterase				NC_013198.1	1948674	1949483	plus	0		
262543	Exiguobacterium sibiricum 255-15	31770940	0	live	EXIG_RS14375	EXIG_RS14375, Exig_2820	esterase				NC_010556.1	2802636	2803595	minus	0		
390874	Thermotoga petrophila RKU-1	32154260	0	live	TPET_RS09375	TPET_RS09375, Tpet_1741	esterase				NC_009486.1	1737703	1739598	minus	0		
1339247	Leuconostoc pseudomesenteroides PS12	31854335	0	live	L965_RS09205	L965_RS09205, L965_1810	lipase										
1339247	Leuconostoc pseudomesenteroides PS12	31853257	0	live	L965_RS03690	L965_RS03690, L965_312	esterase										
1604	Lactobacillus amylovorus	31802551	0	live	LAC30SC_RS07330	LAC30SC_RS07330, LAC30SC_07505	lipase				NC_015214.1	1455677	1456573	minus	0		
1150423	Bifidobacterium dentium JCM 1195 = DSM 20436	31607242	0	live	BBDE_RS10090	BBDE_RS10090, BBDE_1989	lipase			Unknown							
1123317	Streptococcus sobrinus DSM 20742 = ATCC 33478	22991674	0	live	BS63_RS0110175	BS63_RS0110175	esterase										
568703	Lactobacillus rhamnosus GG	8423162	0	live	LGG_RS13920	LGG_RS13920, LGG_02908	esterase				NC_013198.1	2965554	2966507	minus	0		
568703	Lactobacillus rhamnosus GG	8422524	0	live	LGG_RS03180	LGG_RS03180, LGG_00677	esterase				NC_013198.1	689485	690276	plus	0		
416269	Actinobacillus pleuropneumoniae serovar 5b str. L20	4848947	0	live	APL_RS10005	APL_RS10005, APL_1882	esterase				NC_009053.1	2111784	2112536	plus	0		
743972	Actinobacillus suis ATCC 33415	34292085	0	live	ASU1_RS08145	ASU1_RS08145, ASU1_08025	esterase										
1118153	Halomonas sp. GFAJ-1	32532991	0	live	MOY_RS02170	MOY_RS02170, MOY_02164	lipase										
1377	Aerococcus viridans	32030914	0	live	AWM76_RS08275	AWM76_RS08275, AWM76_08275	S9C family esterase	S9C family esterase									
264731	Prevotella ruminicola 23	31502279	0	live	PRU_RS14105	PRU_RS14105, PRU_2748	esterase				NC_014033.1	3389419	3390318	plus	0		
264731	Prevotella ruminicola 23	31501757	0	live	PRU_RS11395	PRU_RS11395, PRU_2212	acetylxylan esterase				NC_014033.1	2654427	2655869	minus	0		
937773	Staphylococcus pseudintermedius HKU10-03	29755852	0	live	SPSINT_RS03150	SPSINT_RS03150, SPSINT_0609	lipase				NC_014925.1	626549	627256	minus	0		
937773	Staphylococcus pseudintermedius HKU10-03	29755489	0	live	SPSINT_RS00350	SPSINT_RS00350, SPSINT_0072	lipase				NC_014925.1	73970	76024	plus	0		
937773	Staphylococcus pseudintermedius HKU10-03	29754628	0	live	SPSINT_RS01915	SPSINT_RS01915, SPSINT_0364	lipase LipA				NC_014925.1	403642	404667	plus	0		
937773	Staphylococcus pseudintermedius HKU10-03	29754198	0	live	SPSINT_RS11060	SPSINT_RS11060, SPSINT_2177	lipase				NC_014925.1	2271217	2273304	plus	0		
937773	Staphylococcus pseudintermedius HKU10-03	29754189	0	live	SPSINT_RS11055	SPSINT_RS11055, SPSINT_2175	triacylglycerol lipase				NC_014925.1	2268722	2270188	plus	0		
937773	Staphylococcus pseudintermedius HKU10-03	29754012	0	live	SPSINT_RS11675	SPSINT_RS11675, SPSINT_2307	triacylglycerol lipase				NC_014925.1	2440672	2442576	minus	0		
637390	Acidithiobacillus thiooxidans ATCC 19377	29722124	0	live	ATHIO_RS0101105	ATHIO_RS0101105	esterase										
290633	Gluconobacter oxydans 621H	29629010	0	live	GOX_RS01885	GOX_RS01885, GOX0147	lipase				NC_006677.1	161565	162560	minus	0		
981539	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	12630695	0	live	SGGB_RS07650	SGGB_RS07650, SGGB_1488	esterase				NC_017576.1	1543396	1544148	minus	0		
981539	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	12630590	0	live	SGGB_RS07145	SGGB_RS07145, SGGB_1385	esterase				NC_017576.1	1428178	1429005	plus	0		
882102	Vibrio anguillarum 775	10777410	0	live	VAA_RS17495	VAA_RS17495, VAA_02993	lactonizing lipase			II	NC_015637.1	806710	807651	plus	0		
634452	Acetobacter pasteurianus IFO 3283-01	8435840	0	live	APA01_RS09590	APA01_RS09590, APA01_18890	lipase				NC_013209.1	2052422	2053480	minus	0		
634503	Edwardsiella ictaluri 93-146	7961015	0	live	NT01EI_RS06760	NT01EI_RS06760, NT01EI_1534	esterase				NC_012779.2	1498169	1499047	plus	0		
342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	3616250	0	live	SSP_RS02445	SSP_RS02445, SSP0502	lipase precursor				NC_007350.1	533959	535548	plus	0		
267747	Propionibacterium acnes KPA171202	2931497	0	live	PPA_RS05215	PPA_RS05215, PPA1035	lipase				NC_006085.1	1127466	1128629	minus	0		
1141661	Providencia alcalifaciens Dmel2	34346004	0	live	OO9_RS04520	OO9_RS04520, OO9_04490	acetyl esterase										
384676	Pseudomonas entomophila L48	32808297	0	live	PSEEN_RS24910	PSEEN_RS24910, PSEEN5387	lipase				NC_008027.1	5704382	5705398	plus	0		
384676	Pseudomonas entomophila L48	32806321	0	live	PSEEN_RS14915	PSEEN_RS14915, PSEEN3228	lipase				NC_008027.1	3456563	3457516	minus	0		
685727	Rhodococcus equi 103S	32491531	0	live	REQ_RS07755	REQ_RS07755, REQ_15880	carboxylesterase/lipase family protein				NC_014659.1	1659882	1661450	plus	0		
685727	Rhodococcus equi 103S	32491226	0	live	REQ_RS18920	REQ_RS18920, REQ_38510	lipase				NC_014659.1	4094513	4095397	plus	0		
1211777	Rhizobium mesoamericanum STM3625	31828241	0	live	BN77_RS24525	BN77_RS24525, BN77_p10998	esterase										
1211777	Rhizobium mesoamericanum STM3625	31826925	0	live	BN77_RS17775	BN77_RS17775, BN77_3821	esterase										
1211777	Rhizobium mesoamericanum STM3625	31826883	0	live	BN77_RS17565	BN77_RS17565, BN77_3772	lipase										
1211777	Rhizobium mesoamericanum STM3625	31826598	0	live	BN77_RS16115	BN77_RS16115, BN77_3450	esterase										
376686	Flavobacterium johnsoniae UW101	31762995	0	live	FJOH_RS00740	FJOH_RS00740, Fjoh_0134	esterase				NC_009441.1	142189	143100	plus	0		
1226298	Lactobacillus paracasei subsp. paracasei JCM 8130	31583556	0	live	LBPC_RS14565	LBPC_RS14565, LBPC_2824	esterase										
1226298	Lactobacillus paracasei subsp. paracasei JCM 8130	31582532	0	live	LBPC_RS09380	LBPC_RS09380, LBPC_1809	esterase										
1226298	Lactobacillus paracasei subsp. paracasei JCM 8130	31581290	0	live	LBPC_RS03115	LBPC_RS03115, LBPC_0609	esterase										
1041522	Mycobacterium colombiense CECT 3035	31529823	0	live	MCOL_RS22210	MCOL_RS22210, MCOL_V222323	esterase										
1041522	Mycobacterium colombiense CECT 3035	31529687	0	live	MCOL_RS21520	MCOL_RS21520, MCOL_V221636	lipase										
1041522	Mycobacterium colombiense CECT 3035	31529231	0	live	MCOL_RS19210	MCOL_RS19210, MCOL_V219326	lipase										
1041522	Mycobacterium colombiense CECT 3035	31529230	0	live	MCOL_RS19205	MCOL_RS19205, MCOL_V219321	lipase										
1041522	Mycobacterium colombiense CECT 3035	31526998	0	live	MCOL_RS07945	MCOL_RS07945, MCOL_V208045	carboxylesterase/lipase family protein										
311402	Agrobacterium vitis S4	31494746	0	live	AVI_RS05170	AVI_RS05170, Avi_1307	esterase			1	NC_011989.1	1096491	1097822	minus	0		
311402	Agrobacterium vitis S4	31494154	0	live	AVI_RS02100	AVI_RS02100, Avi_0517	esterase			1	NC_011989.1	438328	439734	plus	0		
1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	29869073	0	live	N646_RS18960	N646_RS18960, N646_3830	lipase			2	NC_022359.1	798283	799161	plus	0		
1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	29865945	0	live	N646_RS01115	N646_RS01115, N646_0229	lactonizing lipase			1	NC_022349.1	253947	254852	minus	0		
977880	Cupriavidus taiwanensis LMG 19424	29760807	0	live	RALTA_RS05950	RALTA_RS05950, RALTA_A1243	triacylglycerol lipase			1	NC_010528.1	1279440	1280561	plus	0		
595537	Variovorax paradoxus EPS	29720016	0	live	VARPA_RS10625	VARPA_RS10625, Varpa_2118	carboxylesterase/lipase family protein				NC_014931.1	2304113	2305759	plus	0		
595537	Variovorax paradoxus EPS	29716369	0	live	VARPA_RS00995	VARPA_RS00995, Varpa_0199	lactonizing lipase				NC_014931.1	208936	209973	minus	0		
452662	Sphingobium japonicum UT26S	29275502	0	live	SJA_RS19145	SJA_RS19145, SJA_C2-05070	esterase			2	NC_014013.1	587817	588806	minus	0		
452662	Sphingobium japonicum UT26S	29275228	0	live	SJA_RS17765	SJA_RS17765, SJA_C2-02240	esterase			2	NC_014013.1	259780	260751	minus	0		
675816	Vibrio orientalis CIP 102891 = ATCC 33934	25688367	0	live	VIA_RS13365	VIA_RS13365, VIA_002639	lactonizing lipase										
886882	Paenibacillus polymyxa SC2	25389628	0	live	PPSC2_RS53810	PPSC2_RS53810, PPSC2_25095, PPSC2_c5365	lipase				NC_014622.2	5637368	5638306	minus	0		
886882	Paenibacillus polymyxa SC2	25387855	0	live	PPSC2_RS44815	PPSC2_RS44815, PPSC2_16095, PPSC2_c3440	esterase				NC_014622.2	3665958	3667454	plus	0		
886882	Paenibacillus polymyxa SC2	25387007	0	live	PPSC2_RS40540	PPSC2_RS40540, PPSC2_11820, PPSC2_c2516	esterase				NC_014622.2	2603318	2604322	plus	0		
886882	Paenibacillus polymyxa SC2	25385909	0	live	PPSC2_RS34955	PPSC2_RS34955, PPSC2_06230, PPSC2_c1296	para-nitrobenzyl esterase				NC_014622.2	1438542	1440023	plus	0		
347834	Rhizobium etli CFN 42	24300536	0	live	RHE_RS15885	RHE_RS15885, RHE_CH03106	esterase				NC_007761.1	3252993	3254006	minus	0		
347834	Rhizobium etli CFN 42	24299897	0	live	RHE_RS02285	RHE_RS02285, RHE_CH00450	esterase				NC_007761.1	462794	464071	plus	0		
398578	Delftia acidovorans SPH-1	24118992	0	live	DACI_RS19675	DACI_RS19675, Daci_3924	esterase				NC_010002.1	4323392	4324372	minus	0		
398578	Delftia acidovorans SPH-1	24117592	0	live	DACI_RS23920	DACI_RS23920, Daci_4747	esterase				NC_010002.1	5203490	5204455	plus	0		
1051646	Vibrio tubiashii ATCC 19109	23444279	0	live	IX91_RS05930	IX91_RS05930, IX91_06070	lactonizing lipase			1							
420890	Lactococcus garvieae Lg2	12479351	0	live	LCGL_RS13980	LCGL_RS13980, LCGL_0802	lipase				NC_017490.1	818080	819102	minus	0		
420890	Lactococcus garvieae Lg2	12479167	0	live	LCGL_RS13100	LCGL_RS13100, LCGL_0620	lipase				NC_017490.1	637828	638781	plus	0		
487521	Mycobacterium intracellulare ATCC 13950	11909958	0	live	OCU_RS40590	OCU_RS40590, OCU_32160	lipase				NC_016946.1	3475086	3476051	plus	0		
487521	Mycobacterium intracellulare ATCC 13950	11909587	0	live	OCU_RS38820	OCU_RS38820, OCU_28470	esterase				NC_016946.1	2984062	2984985	plus	0		
487521	Mycobacterium intracellulare ATCC 13950	11909570	0	live	OCU_RS38735	OCU_RS38735, OCU_28300	esterase				NC_016946.1	2966445	2967497	minus	0		
1114970	Pseudomonas fluorescens F113	11831371	0	live	PSF113_RS46990	PSF113_RS46990, PSF113_3279	lipase				NC_016830.1	3864702	3865571	minus	0		
395492	Rhizobium leguminosarum bv. trifolii WSM2304	34195712	0	live	RLEG2_RS32740	RLEG2_RS32740, Rleg2_6351	carboxylesterase/lipase family protein				NC_011370.1	303286	304806	plus	0		
395492	Rhizobium leguminosarum bv. trifolii WSM2304	34193057	0	live	RLEG2_RS10960	RLEG2_RS10960, Rleg2_2168	esterase				NC_011369.1	2225254	2225982	minus	0		
395492	Rhizobium leguminosarum bv. trifolii WSM2304	34192377	0	live	RLEG2_RS15550	RLEG2_RS15550, Rleg2_3097	esterase				NC_011369.1	3164265	3165080	minus	0		
1116232	Streptomyces acidiscabies 84-104	33090266	0	live	ON12_RS28265	ON12_RS28265, SACI8_RS0128885	carboxylesterase/lipase family protein										
